Gene,F_score,p_value,p_value_FDR,Rejected_FDR_0.05
TULP2,65.96579348814474,7.01394978253331e-174,7.469961277795536e-174,True
MAGOH,65.93703684209079,8.32252102512195e-174,8.86283052503982e-174,True
TSR3,65.93520788117397,8.413566365146858e-174,8.958999602803075e-174,True
ASB15,65.83705298880056,1.5086657622895245e-173,1.6063281836164793e-173,True
TKFC,65.79795759628581,1.9037988673680745e-173,2.026861924313701e-173,True
ZMAT5,65.67017440376345,4.072710390500645e-173,4.3355928122990095e-173,True
LRRIQ3,65.66313054649426,4.247086395417296e-173,4.520827299372012e-173,True
ZNF516,65.66156026612231,4.286966842845029e-173,4.562877519445732e-173,True
HDGFL1,65.64263140418848,4.798223037170759e-173,5.106589961069705e-173,True
TRMT2A,65.62997517603168,5.173652225273411e-173,5.505663442609454e-173,True
MAGEB4,65.56373809568656,7.674239271269711e-173,8.166004954909711e-173,True
MSS51,65.45846006054234,1.4363088929575434e-172,1.5282134995551077e-172,True
NHP2,65.25709426178733,4.764994373541981e-172,5.0694454797328323e-172,True
ZIC3,65.04857056690835,1.650445322422417e-171,1.7557435891535355e-171,True
UBAC2,64.9625866929331,2.7551179612041255e-171,2.9306370591186737e-171,True
GGACT,64.91022100416465,3.764335089148608e-171,4.0037966088145503e-171,True
PFDN5,64.86478941858886,4.935128491378396e-171,5.248607437488061e-171,True
TAAR8,64.8335598004408,5.944967432318209e-171,6.32203660097915e-171,True
ANAPC11,64.81436413910589,6.665733113386309e-171,7.087896210567442e-171,True
ZNF285CP,64.81128582197164,6.789190481511651e-171,7.218539340135447e-171,True
AHCY,64.78863323008319,7.770863325111838e-171,8.261568604368154e-171,True
CTCFL,64.7010194253534,1.3102061698903019e-170,1.3928193625721512e-170,True
SLC13A4,64.69541174598271,1.3547577989707243e-170,1.4400538441882778e-170,True
C10orf90,64.57097988025832,2.8453693953218326e-170,3.0242496983859055e-170,True
VDAC3,64.5455625212606,3.3111488762227402e-170,3.519002864945823e-170,True
NPHS2,64.538661969295,3.45027853867258e-170,3.666544792302009e-170,True
AGBL2,64.47562109958322,5.02537507365119e-170,5.339901528997171e-170,True
TRIM5,64.46438589016932,5.373739273635157e-170,5.7095685401880425e-170,True
RWDD2B,64.4461359692565,5.991833002735832e-170,6.365731784326359e-170,True
PRDM14,64.42035200560139,6.988199804580296e-170,7.423622647543803e-170,True
FNDC8,64.40152583182952,7.81889784993644e-170,8.305352237726035e-170,True
NDUFS6,64.39561690776871,8.099466765225788e-170,8.602622985022956e-170,True
PCDHB8,64.37131505981617,9.36327742631171e-170,9.944072977199102e-170,True
SPATA22,64.36700703683056,9.607076220302481e-170,1.0202100564389546e-169,True
CUZD1,64.35269564272157,1.046349795356479e-169,1.1110592343475156e-169,True
IGKV1OR-2,64.27116668399499,1.7020224034504505e-169,1.8071223241329912e-169,True
MRPL22,64.19814959259818,2.6316152073891065e-169,2.7938727924304387e-169,True
SYMPK,64.16602212994223,3.187892836780727e-169,3.384152462339607e-169,True
LMNTD1,64.15352891466642,3.434711032003241e-169,3.6458465087516013e-169,True
FASTK,64.07257200075733,5.568979726121938e-169,5.910793471679374e-169,True
GUCA1A,64.06985964457742,5.659891894563086e-169,6.006759722105913e-169,True
MRPL43,64.04144614893977,6.706251060174765e-169,7.116622196571698e-169,True
SPACA7,63.98369178861495,9.467601456285273e-169,1.0046066601285897e-168,True
HMGB1P1,63.9197984723272,1.3865577888759788e-168,1.4711469161273185e-168,True
TAF6L,63.858875225108775,1.995043318826494e-168,2.1165688001763313e-168,True
GPHA2,63.797481272100214,2.8787642049633546e-168,3.0538531279045936e-168,True
LCN1,63.7867056272087,3.070150470821894e-168,3.256594680373031e-168,True
TMEM147,63.73451594606113,4.1932938253982697e-168,4.447555144936374e-168,True
KLRC1,63.709351640353546,4.873532159587733e-168,5.16858764991448e-168,True
ASCL1,63.62286049480996,8.170866641162874e-168,8.664792706165371e-168,True
HCRTR2,63.54674475777197,1.2876601051840134e-167,1.365379268285568e-167,True
UTS2,63.53261273166339,1.4011330368711539e-167,1.4855711250723458e-167,True
DAD1,63.50052093717353,1.6973593349954886e-167,1.7994918540156823e-167,True
ATG101,63.458702090669284,2.179327339677081e-167,2.3102585056025863e-167,True
TEX55,63.44945385272364,2.3031868581682222e-167,2.4413458459876872e-167,True
AIPL1,63.44385179206991,2.3816135231824332e-167,2.5242562846915675e-167,True
SULT4A1,63.39256751442879,3.235972586061704e-167,3.4294858968560915e-167,True
CENPT,63.30438096172645,5.482350197095239e-167,5.809690452765844e-167,True
SIGLEC5,63.24960191514402,7.606956896191457e-167,8.060448557310563e-167,True
TXNL4A,63.23452909921053,8.324400811922625e-167,8.819892198420249e-167,True
PITRM1,63.181830207590366,1.1408106776727297e-166,1.2086092496721578e-166,True
BOLA3,63.00996263884548,3.188997683353882e-166,3.378225108591782e-166,True
PLEKHJ1,62.984191857799956,3.7205623938535313e-166,3.940987184401652e-166,True
ZNHIT1,62.84465377163138,8.5742443992847e-166,9.081432119539461e-166,True
SORL1,62.837487794401824,8.949919393493061e-166,9.478501038609373e-166,True
ICOSLG,62.7603466552901,1.4200808941978575e-165,1.503819393681002e-165,True
CDRT15P1,62.745661720425986,1.5505413510012364e-165,1.6418293375993175e-165,True
NPFFR2,62.692984139498094,2.1252789929497048e-165,2.2502080489594135e-165,True
DHX58,62.676876382952564,2.340399270775539e-165,2.477757201776514e-165,True
TMEM161A,62.6608123484384,2.576627135681458e-165,2.7276110504524175e-165,True
POM121L15P,62.58969544976711,3.944112521366005e-165,4.1748630792873485e-165,True
IDH3G,62.58950361616253,3.948644911575817e-165,4.1792956970332706e-165,True
HINT2,62.50910788234976,6.389989766487411e-165,6.762655487110215e-165,True
ESS2,62.42797863405897,1.0387044774019462e-164,1.0991860039342114e-164,True
MRPS2,62.4119253780502,1.1435242221984638e-164,1.2100035458702669e-164,True
SIGLEC16,62.36386166253619,1.524976877135109e-164,1.6134912895724703e-164,True
RXFP2,62.32562209639228,1.9175020972159603e-164,2.028622833169128e-164,True
ESPNL,62.27718638935822,2.5629612701398442e-164,2.711250241437751e-164,True
RNF113A,62.2713798070092,2.653681097296759e-164,2.806974019322104e-164,True
PLEKHO1,62.24108660886787,3.1817327303162785e-164,3.365235507974341e-164,True
FUT5,62.06105436328968,9.35737629098796e-164,9.896188745363467e-164,True
ADAM21,62.038569661882384,1.070721093343883e-163,1.1322761138894312e-163,True
PAXX,61.97608493532645,1.5571203894782445e-163,1.646494536048088e-163,True
PSMB6,61.96779109663903,1.6364858418076695e-163,1.7302644024764562e-163,True
RBX1,61.96497366538707,1.6643570904200693e-163,1.759579334560621e-163,True
IMP4,61.90243693511085,2.421310512327539e-163,2.559616816118813e-163,True
HRH4,61.901640603628444,2.4328970338158267e-163,2.5716409002367848e-163,True
ANKRD1,61.87821425420479,2.7997252106899554e-163,2.9591306133040053e-163,True
PRR4,61.87749836901089,2.811766768884823e-163,2.9715986723994617e-163,True
DIS3L2,61.79785567470257,4.532665235478184e-163,4.78990218677243e-163,True
MEPE,61.715210192771615,7.440118694358769e-163,7.861673536699529e-163,True
RPLP0,61.69266705041246,8.517120965282847e-163,8.998914001669892e-163,True
BNIP1,61.656663092243534,1.0569861120891992e-162,1.116679941672065e-162,True
ARF5,61.61675577370424,1.3428267832226016e-162,1.4185399796273967e-162,True
YJU2B,61.603660658974746,1.452552739500882e-162,1.5343189533138454e-162,True
NYAP1,61.60141587180538,1.4722430685961648e-162,1.5549821797963502e-162,True
SNX15,61.557096579529066,1.9205921785892495e-162,2.0283514888359369e-162,True
SLC25A2,61.51376540200499,2.4907266372273864e-162,2.630245517594771e-162,True
KLF1,61.50743975544393,2.58706343444184e-162,2.731740675287803e-162,True
KCNJ9,61.47364941889674,3.168463419409859e-162,3.34536308423363e-162,True
C16orf78,61.46280783299486,3.381410795987999e-162,3.5698886665185963e-162,True
SLC12A3,61.45859794489681,3.4679077153798225e-162,3.66088803673554e-162,True
PUDP,61.36368213584544,6.129294546783636e-162,6.469810910493839e-162,True
B4GALT1,61.36239824437107,6.176700103459065e-162,6.519282425261713e-162,True
CGB2,61.320216602513526,7.955968545433981e-162,8.396504501806611e-162,True
TRIM74,61.30910002103899,8.504862214423402e-162,8.975009990706056e-162,True
NFYC,60.98910980382419,5.806989064147352e-161,6.127465306023173e-161,True
CFC1B,60.979783728390366,6.141489373232381e-161,6.4798619707827424e-161,True
OCM,60.9272240121858,8.420912190930617e-161,8.884099005958305e-161,True
ZNF205,60.91607121365452,9.004289565578833e-161,9.498737978761344e-161,True
RPUSD4,60.89965161909416,9.937530926740916e-161,1.0482313774273702e-160,True
PSMC5,60.89100276929169,1.0467399001439958e-160,1.104026891981686e-160,True
MTRFR,60.879719882863064,1.1201351698828254e-160,1.181336221447678e-160,True
PSMB5,60.873338044646275,1.1639059167176712e-160,1.2273916939931806e-160,True
ANKRD23,60.853566893818545,1.3106704140378158e-160,1.3820412977528186e-160,True
INSL6,60.83297879958752,1.4832087398828935e-160,1.5638389444951235e-160,True
NTHL1,60.82918143698912,1.5174304647281742e-160,1.599781883234904e-160,True
CNPY3,60.823628938983965,1.5688962712006228e-160,1.6538969127310157e-160,True
MYH7B,60.75414998606039,2.3815777500249024e-160,2.5103900422436407e-160,True
CDK5,60.736496614869274,2.6480501305082715e-160,2.7910324043145178e-160,True
RPN1,60.71302721621726,3.049055253882782e-160,3.213410518828646e-160,True
MRPS28,60.71232803869616,3.061890899108129e-160,3.2266575222975525e-160,True
COMMD4,60.61155712509208,5.610018142352217e-160,5.911390813768565e-160,True
TIMM17B,60.53822462551926,8.716986557433899e-160,9.184468583156342e-160,True
THOC7,60.49447130964288,1.1339078636869401e-159,1.1946142120296444e-159,True
TAF7L,60.4404386649738,1.5690430611996063e-159,1.652901710946522e-159,True
PEX16,60.438150933145565,1.5907704388631097e-159,1.6756447045445442e-159,True
EDEM2,60.40440504874154,1.9485515611545153e-159,2.052336608247027e-159,True
NCAPH2,60.39600437739678,2.049488139930637e-159,2.1584617925490168e-159,True
RPL35,60.394962122409446,2.0623704693733687e-159,2.171840398726781e-159,True
EMC4,60.37349803206158,2.346440083227281e-159,2.4707736873593726e-159,True
SLC5A11,60.36726609744685,2.4360235987159154e-159,2.5648812701845154e-159,True
PSMB4,60.35407191851734,2.6371392361776236e-159,2.776394113335518e-159,True
PDXK,60.29107994073597,3.851451898972661e-159,4.0544767624269733e-159,True
KIZ,60.19902864835701,6.699370909617954e-159,7.051908142270653e-159,True
UBL7,60.19406944622682,6.902193304832536e-159,7.26477270479986e-159,True
STAG3,60.179707528926045,7.524889822051207e-159,7.919492483322168e-159,True
KRT85,60.12990444979107,1.0152959527879186e-158,1.068444963946102e-158,True
ASB10,60.12167565501016,1.0668136980511807e-158,1.1225621222028137e-158,True
CGB3,60.10497324724839,1.179562630010214e-158,1.2410952348740399e-158,True
ANO8,60.02507418674329,1.907497061422178e-158,2.0068286216420446e-158,True
JAKMIP1,59.9446932637352,3.093837813336513e-158,3.2546647551215143e-158,True
ABCB5,59.90325743571138,3.969912967203386e-158,4.175918516872566e-158,True
GOLGA6A,59.87928312997793,4.5860253764785284e-158,4.823583480578978e-158,True
NARS2,59.86648751323528,4.953112882198754e-158,5.209234284054599e-158,True
THAP8,59.64109879953047,1.923410749208259e-157,2.0226932507940066e-157,True
GTSF1L,59.58748870067845,2.656149100137838e-157,2.793011744610589e-157,True
PRPF6,59.58155443123957,2.75277257299495e-157,2.8943628354449463e-157,True
B4GALT7,59.56087996494649,3.1177020971894406e-157,3.277778388736374e-157,True
CLASRP,59.464091187317926,5.5842904404140785e-157,5.870502880816881e-157,True
VPS28,59.46176002463234,5.6632443505017565e-157,5.952987167601656e-157,True
RNASE2CP,59.4415110503429,6.39777402527101e-157,6.72451372013658e-157,True
SUGP1,59.42666458475869,6.996210680198988e-157,7.352875486853834e-157,True
REX1BD,59.378725295995196,9.338247786463415e-157,9.813458141960079e-157,True
ABHD4,59.3561784124351,1.0696675962113033e-156,1.1240040396388193e-156,True
ATP5MJ,59.229968762869255,2.2880432132588935e-156,2.4040616998460873e-156,True
CELF5,59.202922673439616,2.6930100088734253e-156,2.829317674429161e-156,True
PRR35,59.10729469910436,4.791865862762754e-156,5.033971573655439e-156,True
U2AF1L4,59.06839147293548,6.058020179479174e-156,6.363545980558625e-156,True
DMRTB1,59.03745899719837,7.299604455022359e-156,7.667083026061956e-156,True
TVP23BP2,59.009316508492375,8.649061902890183e-156,9.083688129166072e-156,True
L3MBTL2,58.79191146364727,3.2078251976364376e-155,3.368730576604773e-155,True
MRPL18,58.76409406870862,3.793701437867591e-155,3.9836494135335185e-155,True
ABTB1,58.76338602315387,3.809934744870629e-155,4.000348980279061e-155,True
NDUFB7,58.75941819795555,3.902198985920482e-155,4.096869574513085e-155,True
ROMO1,58.715723965493694,5.078685323256989e-155,5.3315859953686e-155,True
CYLC2,58.60114128425992,1.0136914752174374e-154,1.0640775946125544e-154,True
MRPL39,58.55374065776619,1.3492513764862611e-154,1.4161940588593347e-154,True
ACP2,58.44212477804134,2.645844738265934e-154,2.7768770491133898e-154,True
NIBAN3,58.412497957250935,3.16378553722466e-154,3.3201807880042705e-154,True
UBE2L2,58.37280310888848,4.0201447890406314e-154,4.21850719639461e-154,True
AARS1,58.30761888552959,5.957957016641089e-154,6.25139400638131e-154,True
SOX3,58.28781107920092,6.714600349347558e-154,7.044693217482352e-154,True
TAAR5,58.284254541261525,6.860302010337408e-154,7.196934744206843e-154,True
CHKB,58.22335659945222,9.908093336147006e-154,1.0393380704462963e-153,True
HHLA1,58.222989943632456,9.930048058201472e-154,1.0415509436836397e-153,True
USP26,58.21534399682728,1.0399126821984762e-153,1.0905895557721825e-153,True
CINP,58.2153400133336,1.0399376897517454e-153,1.0905895557721825e-153,True
KCNH5,58.21303118152671,1.0545337495287449e-153,1.1058008747220974e-153,True
RHOXF1,58.16362257670117,1.4210308436595354e-153,1.4899866695649934e-153,True
ATP5F1E,58.07483646688963,2.428956013376341e-153,2.5466013487413943e-153,True
DNAJA1,58.063148930684434,2.606572279247459e-153,2.7325840326072556e-153,True
C16orf87,58.028376769269585,3.2156031770979427e-153,3.370766318988349e-153,True
LINC02871,57.99760452623402,3.87230914457931e-153,4.0588094639507476e-153,True
INO80B,57.96903851847682,4.601457428538339e-153,4.822658390864754e-153,True
FOXRED1,57.90911014687735,6.608362025614927e-153,6.925439999524869e-153,True
DPYSL5,57.85636250457643,9.08805909839996e-153,9.52329291068502e-153,True
GALNTL5,57.75555836621058,1.6709266735455829e-152,1.7507972285175517e-152,True
DMRTC2,57.75169681563646,1.710370464840056e-152,1.79197154492577e-152,True
CDH12,57.7284882771559,1.9678476642447424e-152,2.0615546958754446e-152,True
C4orf36,57.67287948826519,2.7537516476938805e-152,2.8846333799987225e-152,True
MAGEC2,57.64955971061714,3.170494903423769e-152,3.3208968477752463e-152,True
CLEC11A,57.63721791096483,3.416008590846468e-152,3.5777480679316472e-152,True
FAAP20,57.63449950929376,3.4725914055462155e-152,3.6366957250998898e-152,True
LRWD1,57.63157648937013,3.534479774933237e-152,3.7011889972132603e-152,True
PRMT7,57.61218106837742,3.974039414084204e-152,4.1611216876158525e-152,True
UCP1,57.60865964918819,4.059522466821094e-152,4.250261819209303e-152,True
NT5C3B,57.582343116874405,4.7593836920783005e-152,4.982576139163413e-152,True
APOBEC3F,57.5821678294848,4.764428621124921e-152,4.987426921008315e-152,True
ASZ1,57.55684024030629,5.552570334914334e-152,5.811955582404935e-152,True
C3orf20,57.48132019355619,8.764921441165495e-152,9.173577768071848e-152,True
MRPS34,57.4773400045909,8.978370768348525e-152,9.39616769868953e-152,True
PRKCSH,57.402198903758865,1.4141197128641745e-151,1.4797961981474037e-151,True
TRMT1,57.38887962203711,1.5327095797823602e-151,1.6037553324231138e-151,True
RPS5,57.2662732881824,3.216918950499098e-151,3.3657424061755623e-151,True
SYN1,57.259608128935874,3.349236604034787e-151,3.5038790121782766e-151,True
SCNN1D,57.172480770007105,5.6728555336432037e-151,5.934272935694072e-151,True
IFI35,57.03971629626994,1.2664965884387697e-150,1.3247451587759743e-150,True
SERF2,56.95582556678027,2.1040152970643214e-150,2.2005930484049788e-150,True
NENF,56.94941849735064,2.1871903297984888e-150,2.2873885926854697e-150,True
AAAS,56.83304429603356,4.4233529787946926e-150,4.6255939276181217e-150,True
CTAG2,56.753252005078544,7.169807448668239e-150,7.496972819180229e-150,True
ZSCAN10,56.72535523992545,8.488856847370365e-150,8.875446153512468e-150,True
H1-1,56.69660238105407,1.0102890812810363e-149,1.056207351728221e-149,True
RRN3P2,56.65310235775567,1.31468840772905e-149,1.3743232906598434e-149,True
ZP2,56.61069122239778,1.6995969331817192e-149,1.7765382447209452e-149,True
OR1J1,56.59718167242464,1.844472275370541e-149,1.9278059080911965e-149,True
C19orf53,56.58406333827833,1.996964774142598e-149,2.0870081034706937e-149,True
TRIR,56.496679559823995,3.3899385566091167e-149,3.542485791656527e-149,True
HSD17B10,56.495735516008736,3.4093759280732806e-149,3.5624907335664433e-149,True
DHPS,56.414416719010894,5.579298018888205e-149,5.829361367433444e-149,True
RSPH10B,56.30328052901313,1.09388112550794e-148,1.1428102217880933e-148,True
HM13,56.27992230229735,1.2601770030892438e-148,1.3164310264949856e-148,True
GPR55,56.24162611736568,1.5892944436648677e-148,1.66009713452008e-148,True
PDIA6,56.09210031914581,3.9331170686342746e-148,4.107982518178931e-148,True
ZBTB17,56.026441746671004,5.855670572901077e-148,6.115485369579293e-148,True
POM121L2,56.02452659889198,5.924045630942802e-148,6.1863612283157004e-148,True
CRYGC,55.969854963644245,8.251879839512623e-148,8.616529194122838e-148,True
USP29,55.96979720228532,8.2547699016126e-148,8.618804543268556e-148,True
MRPL55,55.91446166647064,1.1545224604086796e-147,1.2053329829535798e-147,True
FRMPD2B,55.805393524552784,2.2367684834981285e-147,2.3350075402139437e-147,True
KRT36,55.76197051042154,2.9106300153194314e-147,3.038203482795328e-147,True
SEC31B,55.652091385278055,5.667927597445281e-147,5.915844526970183e-147,True
OR1K1,55.642918585586244,5.992243519792419e-147,6.253807657935747e-147,True
GOLGA8F,55.596899872729566,7.921895623164836e-147,8.266978197658759e-147,True
MCAT,55.57928184055967,8.815518848108127e-147,9.198736289641621e-147,True
WNT1,55.538759503159724,1.12724709755326e-146,1.1761481594543482e-146,True
TJAP1,55.48207791892476,1.5899430119302668e-146,1.658773490887227e-146,True
LIN28A,55.35483910250166,3.4413443439567694e-146,3.5900151581277076e-146,True
TCF15,55.28058448104025,5.400925579730529e-146,5.633768167756086e-146,True
TSPAN6,55.23337773877014,7.193204810935321e-146,7.502669826033209e-146,True
FAM32A,55.17951709684701,9.975443464488209e-146,1.0403710373959052e-145,True
AKR1A1,55.177879376750134,1.0075125710366001e-145,1.0506768226174868e-145,True
DEFA5,55.14311645128341,1.2442705368895223e-145,1.2974664471548206e-145,True
PRB2,55.1247875751453,1.390745205577263e-145,1.450078563737105e-145,True
TKTL1,55.114968758263466,1.4761830353751226e-145,1.5390290491801183e-145,True
FCER2,55.0767672568531,1.861588664899194e-145,1.94067576504197e-145,True
FKBP6P2,55.060304035574774,2.0573212659304385e-145,2.1445393744611554e-145,True
MBD3,55.05002260058385,2.1898682276362994e-145,2.2825092566988154e-145,True
APEX1,55.036247762002446,2.380937734934932e-145,2.481448475873205e-145,True
RHO,55.020893648947045,2.6136318276493862e-145,2.723731517775607e-145,True
SDF4,55.00371197049422,2.901097693430199e-145,3.0230470420150324e-145,True
KIRREL3,54.968650430774474,3.589585241490001e-145,3.740154056845607e-145,True
RPS11,54.95615407843396,3.8726424337052094e-145,4.034737566082901e-145,True
PEX14,54.881212075434746,6.105301167362105e-145,6.360300855170456e-145,True
VPREB3,54.833483449862854,8.158895454812695e-145,8.498937071688536e-145,True
HYOU1,54.69101737619904,1.9389739690362293e-144,2.0196118278619324e-144,True
CCDC17,54.52678766957657,5.260983176990373e-144,5.479305616588822e-144,True
NCR2,54.489771669137,6.588573843867719e-144,6.86139966798664e-144,True
CD79B,54.46602420247805,7.611841586121723e-144,7.92635887870179e-144,True
GPKOW,54.432701925237836,9.321209652493425e-144,9.705523398687966e-144,True
STMN4,54.41697222495182,1.0256663840300778e-143,1.0678629139579665e-143,True
ERGIC3,54.40847742483993,1.0800327328410233e-143,1.124369356535459e-143,True
FBXO6,54.395779146741404,1.166723104462339e-143,1.2145141667919686e-143,True
CDC34,54.39553312701633,1.168469665025004e-143,1.2162278275316073e-143,True
C9orf43,54.32555718875182,1.7881716062625315e-143,1.8610986701394698e-143,True
TMEM101,54.30832098097263,1.985775305113715e-143,2.06658381255052e-143,True
AOC2,54.26194744116574,2.6327530854433765e-143,2.7396542966559028e-143,True
IL25,54.12565608594479,6.031690477941026e-143,6.276064547090224e-143,True
RPL30,54.09374979942306,7.323797311904725e-143,7.6198670513182635e-143,True
CCDC70,54.082993177269024,7.8190993927920065e-143,8.134493892844551e-143,True
ARMC7,54.05402340325764,9.32613165283095e-143,9.701481841209713e-143,True
OTOP1,53.93671825606986,1.9041055822674714e-142,1.9805704366094293e-142,True
TMPRSS5,53.854572452266225,3.139128837851384e-142,3.264909461384339e-142,True
MLNR,53.808073028163356,4.166061569038407e-142,4.33261825153428e-142,True
TMOD4,53.74349398030263,6.172364538160805e-142,6.4185813615497366e-142,True
TYK2,53.73193632875465,6.622292919340647e-142,6.885866766876593e-142,True
NSUN5P2,53.69310808143749,8.388217425980915e-142,8.721328727827486e-142,True
LZTR1,53.675411346912426,9.34247703679369e-142,9.712650655232687e-142,True
POLR2E,53.651980637921575,1.077502068312155e-141,1.1200994830700578e-141,True
CDK11A,53.62562921771588,1.2650288675854421e-141,1.314927107946384e-141,True
SNF8,53.56370576863137,1.8444251957738373e-141,1.9170129660610867e-141,True
PSMC3,53.47574829417112,3.1513947739462936e-141,3.275137812909548e-141,True
RPL26L1,53.40162718574363,4.949688618650266e-141,5.143602694837421e-141,True
LSP1P3,53.324939385973785,7.897164431129252e-141,8.205848382834631e-141,True
TIMM50,53.32384575897982,7.949957459512421e-141,8.259996942162472e-141,True
IL4,53.22145243521105,1.4835870729107417e-140,1.541313206875558e-140,True
GSTT2B,53.13348417654014,2.5358969014995694e-140,2.634342466361966e-140,True
LINC00544,53.11414440572785,2.853131084272062e-140,2.963637960886541e-140,True
ARMC5,53.08828844515111,3.340122022747121e-140,3.4691936560483766e-140,True
GLRXP3,53.01885844330876,5.099874707657048e-140,5.296494277434778e-140,True
FAM209A,52.98209921270014,6.380860422687133e-140,6.6262991556423725e-140,True
CHRNA10,52.98175476497362,6.394273357326291e-140,6.639659211710579e-140,True
ARL4AP1,52.96771604902801,6.965629224009362e-140,7.232321837553874e-140,True
MOSPD3,52.91716761427934,9.479846921908421e-140,9.841958238041614e-140,True
GPR6,52.89388843225925,1.0925558081978135e-139,1.1341921304251003e-139,True
ANP32D,52.89014663398252,1.1177688565719632e-139,1.160266662045328e-139,True
SLC66A1,52.86889228183275,1.2724342936025355e-139,1.3206994183620118e-139,True
XCL2,52.828461615614685,1.6281911757602688e-139,1.689805944569005e-139,True
GJA8,52.7787793883588,2.204381599512542e-139,2.287604978108983e-139,True
PHB1,52.678516815016145,4.0631714258507116e-139,4.216209897634166e-139,True
PAGE1,52.5010479759227,1.1996950730788558e-138,1.2447747732484713e-138,True
FSCN3,52.45743159726953,1.565513000180198e-138,1.624199639522797e-138,True
RNF17,52.3612216069741,2.816122295555797e-138,2.921440690348941e-138,True
PMPCA,52.31668308693997,3.6958280050099655e-138,3.8337178740998455e-138,True
CFAP144P1,52.310313881749046,3.842339053232652e-138,3.9853541544695993e-138,True
CCDC42,52.10652810686678,1.3332464498329228e-137,1.382752692066623e-137,True
RBPJL,51.991358084640964,2.69377208959674e-137,2.7935584968852495e-137,True
SEMA6C,51.97765490750102,2.928925553156278e-137,3.037163007302001e-137,True
MDGA2,51.92169343157059,4.1224455771048385e-137,4.2744235125878754e-137,True
OR7G1,51.90229138217842,4.641148900668125e-137,4.811837750076891e-137,True
GABRA1,51.88344230888943,5.207519259250137e-137,5.398575939504846e-137,True
MRPS9,51.83669595724022,6.92872756670002e-137,7.182318758640126e-137,True
SLC2A8,51.75568648065823,1.1365927443989775e-136,1.1780912567425741e-136,True
RPS14,51.75310270142237,1.1546789172751354e-136,1.1967354510267777e-136,True
RITA1,51.54189077520278,4.1980470715169425e-136,4.350579345210599e-136,True
NOS2P2,51.528845469850914,4.546514184203894e-136,4.711304918868148e-136,True
TMEM258,51.52635871414471,4.616153176834326e-136,4.783059134078614e-136,True
MPO,51.521753174295895,4.747956696343491e-136,4.9192077840235725e-136,True
CLPP,51.48557764418672,5.923074651851727e-136,6.136185875544537e-136,True
POTED,51.45325589625482,7.217086246220533e-136,7.47611685837338e-136,True
SSTR4,51.24899699703454,2.5164632379605563e-135,2.6065596317660313e-135,True
OPN1SW,51.229837827244694,2.829306899647605e-135,2.930353574635019e-135,True
COMT,51.19437334490914,3.514661418507199e-135,3.639874046573624e-135,True
TNNI3K,51.16934720634038,4.09603371358651e-135,4.241595820612991e-135,True
AIRE,51.12715801691504,5.302037995374963e-135,5.48998928674599e-135,True
MLN,51.112576953060014,5.796698998554989e-135,6.001672810085717e-135,True
KCNT1,51.015409242374666,1.0504018677472108e-134,1.0874516560621479e-134,True
HMHB1,50.98526231875401,1.2631801812848841e-134,1.3076234122575035e-134,True
PRDM9,50.892276027931416,2.231449394743193e-134,2.3097625790348373e-134,True
FGF4,50.85855884132191,2.7428672971709193e-134,2.838886388004259e-134,True
CALY,50.84880641501497,2.9115687702666073e-134,3.013236287302298e-134,True
NLGN4X,50.74829387316125,5.386661484622106e-134,5.574279538721971e-134,True
CAMKV,50.74254651748692,5.579552682179131e-134,5.77339629648958e-134,True
OR5C1,50.530373411522596,2.0454449007674823e-133,2.1163266547544745e-133,True
ACP1,50.37251313459774,5.3789328268600775e-133,5.564856509959705e-133,True
ALX3,50.29194439413841,8.811623679965278e-133,9.115420912147048e-133,True
MATN4,49.980022215721796,5.960050937076762e-132,6.165008743002348e-132,True
HSD17B7P2,49.96636946278633,6.480346190191552e-132,6.702624276237372e-132,True
RPS19,49.89527318141953,1.0020634318216403e-131,1.0363461240970842e-131,True
FAM50A,49.85318335279319,1.297098277692514e-131,1.3413602902396053e-131,True
CDKN2AIPNLP2,49.842675409484094,1.38342303049896e-131,1.4305087414235598e-131,True
COX6B1,49.71290267224009,3.066038694081706e-131,3.170122914505155e-131,True
CCDC140,49.69333792649924,3.4569363433442245e-131,3.5739857018352823e-131,True
RPLP1,49.652068722696285,4.452710573034581e-131,4.603083537977587e-131,True
TCL1A,49.580835139352274,6.892810586944728e-131,7.124980807959751e-131,True
PSME2,49.44305560257713,1.6051739803299702e-130,1.65909950456684e-130,True
ENO3,49.41629741557625,1.8916134876447307e-130,1.9549951996955774e-130,True
GPR32,49.21842939329365,6.371723810553188e-130,6.584657803199125e-130,True
CPA5,49.19634878480755,7.296682581572497e-130,7.539884600956595e-130,True
SLC6A5,49.16140925015255,9.042357059249489e-130,9.342946835341144e-130,True
BAD,49.15052283862384,9.66737010814942e-130,9.987885489728737e-130,True
EIF3G,49.11556004768335,1.1982139051742655e-129,1.2378344092826357e-129,True
GAD2,49.094831177319655,1.3608471613596968e-129,1.4057255466554959e-129,True
ZFR2,48.87141368522963,5.3666174725782846e-129,5.543126874794987e-129,True
SPACA1,48.83405803095234,6.750843379808269e-129,6.97228622731838e-129,True
MT4,48.67619311655683,1.7806760027318493e-128,1.838929502906413e-128,True
ATP2B3,48.673931978445395,1.8055899247720765e-128,1.864499622462485e-128,True
MAGEC1,48.6501933615692,2.0891566383129584e-128,2.157134307464198e-128,True
