Gene,F_score,p_value,p_value_FDR,Rejected_FDR_0.05
SLC26A1,232.9178962126146,0.0,0.0,True
STXBP3,232.88381955105046,0.0,0.0,True
BTBD10,232.85121127737347,0.0,0.0,True
EPSTI1,232.80097285082803,0.0,0.0,True
IL15RA,232.7814594256802,0.0,0.0,True
MPV17,232.77944697760282,0.0,0.0,True
PAFAH2,232.7437534076092,0.0,0.0,True
GOT1,232.72277174627158,0.0,0.0,True
SLPI,232.72008383209857,0.0,0.0,True
SLC7A7,232.71755652268394,0.0,0.0,True
ARHGAP28,232.70509253557879,0.0,0.0,True
ZNG1E,232.67503824868712,0.0,0.0,True
PTPN14,232.6609563056033,0.0,0.0,True
SLC4A7,232.63407387240485,0.0,0.0,True
CENPO,232.62981031321507,0.0,0.0,True
EEPD1,232.61954618973857,0.0,0.0,True
RICTOR,232.61761901255818,0.0,0.0,True
BICRA,232.61678985352128,0.0,0.0,True
AHI1,232.4637082000028,0.0,0.0,True
C3,232.44915539699215,0.0,0.0,True
USH2A,232.4468886497248,0.0,0.0,True
TOLLIP,232.44402132509703,0.0,0.0,True
ZBTB24,232.39754579721253,0.0,0.0,True
PTGIR,232.35572090990382,0.0,0.0,True
C1orf131,232.34671385461357,0.0,0.0,True
FOLH1B,232.26195050268976,0.0,0.0,True
RAD21,232.2377475268399,0.0,0.0,True
PIK3IP1,232.2164586383269,0.0,0.0,True
SLC12A4,232.17206211552718,0.0,0.0,True
ACOT7,232.10550389663754,0.0,0.0,True
POLA1,232.07743025181622,0.0,0.0,True
DSTYK,232.0399667876874,0.0,0.0,True
SLC7A6,232.0213295303974,0.0,0.0,True
FAM117B,231.97230570527267,0.0,0.0,True
CTDSPL,231.92732721318546,0.0,0.0,True
SLC66A3,231.9111536470709,0.0,0.0,True
TP53INP1,231.88948623242445,0.0,0.0,True
SORCS3,231.86931740538978,0.0,0.0,True
PRIM2,231.85897826293507,0.0,0.0,True
SCNN1A,231.8501329232146,0.0,0.0,True
NSRP1,231.83881631110182,0.0,0.0,True
OSGIN1,231.83303523216847,0.0,0.0,True
CEP350,231.82804941693556,0.0,0.0,True
FGL2,231.80367336014632,0.0,0.0,True
RABGAP1,231.79869282592776,0.0,0.0,True
TMF1,231.7961743445642,0.0,0.0,True
B3GALNT2,231.79499254696535,0.0,0.0,True
DTNB,231.76268262545736,0.0,0.0,True
GRIP1,231.69039121818054,0.0,0.0,True
AIG1,231.67864526442008,0.0,0.0,True
GDPD1,231.6779621808987,0.0,0.0,True
ALAD,231.65017881777723,0.0,0.0,True
DST,231.61765629345294,0.0,0.0,True
SAMD1,231.5657618582198,0.0,0.0,True
EFR3A,231.55791031028812,0.0,0.0,True
ITGA7,231.50895289777785,0.0,0.0,True
IGBP1,231.49817407965125,0.0,0.0,True
NUDT1,231.34861162068108,0.0,0.0,True
ANKRD36,231.31357265508436,0.0,0.0,True
NCS1,231.31266011217664,0.0,0.0,True
TRIM14,231.3123827429945,0.0,0.0,True
HERC1,231.30504723063146,0.0,0.0,True
DEPTOR,231.30324302405623,0.0,0.0,True
SERPINI1,231.27477046216808,0.0,0.0,True
SLC41A1,231.220766424213,0.0,0.0,True
REEP3,231.16754936992925,0.0,0.0,True
SLC35E1,231.1582470050743,0.0,0.0,True
ATP13A2,231.15818657301102,0.0,0.0,True
TMEM165,231.14218978357215,0.0,0.0,True
CACNA1G,231.07315722654025,0.0,0.0,True
CRIP3,231.03189005121783,0.0,0.0,True
KLF3,231.01537990923816,0.0,0.0,True
FARP1,230.94543871302207,0.0,0.0,True
CYP2W1,230.9433941942184,0.0,0.0,True
AQP9,230.9360447359451,0.0,0.0,True
ZNF577,230.9294042497435,0.0,0.0,True
TRIP10,230.90597848138862,0.0,0.0,True
MAMDC2,230.7856022460744,0.0,0.0,True
TMCO1,230.65703175823705,0.0,0.0,True
LSG1,230.6457359949069,0.0,0.0,True
PPP1R9B,230.60980130568842,0.0,0.0,True
ABCA2,230.60089376943108,0.0,0.0,True
TENT2,230.5971434088758,0.0,0.0,True
ZNF660,230.58651803597377,0.0,0.0,True
TMCO4,230.58420329201564,0.0,0.0,True
RILPL2,230.45500984370744,0.0,0.0,True
SLC20A1,230.42855774419797,0.0,0.0,True
MAL2,230.3958390536553,0.0,0.0,True
POU2F2,230.3682342510922,0.0,0.0,True
RIOK1,230.3530164786371,0.0,0.0,True
BDP1,230.34827256359858,0.0,0.0,True
ROCK1,230.34081465128722,0.0,0.0,True
PHF12,230.30463586832727,0.0,0.0,True
IDI1,230.2933213726854,0.0,0.0,True
TXLNB,230.24186937954755,0.0,0.0,True
NUMA1,230.22843041743187,0.0,0.0,True
FGD5,230.20138904384086,0.0,0.0,True
DELE1,230.20066132505363,0.0,0.0,True
NFATC2,230.1900629106517,0.0,0.0,True
CCNO,230.161520998112,0.0,0.0,True
ASIC1,230.15685393207164,0.0,0.0,True
FLNC,230.11775563161905,0.0,0.0,True
MFAP4,230.1067720857024,0.0,0.0,True
CD274,230.06257076159488,0.0,0.0,True
CDS2,230.061802877511,0.0,0.0,True
LAMB1,230.05891151222474,0.0,0.0,True
WDR54,230.04755044431005,0.0,0.0,True
ANAPC1,230.00839972267676,0.0,0.0,True
AFTPH,229.97576822402416,0.0,0.0,True
MVP,229.94875826281447,0.0,0.0,True
KLF10,229.94800554517244,0.0,0.0,True
CBARP,229.90674871243473,0.0,0.0,True
CBX4,229.8985838215972,0.0,0.0,True
KISS1R,229.87415537145566,0.0,0.0,True
WASHC3,229.83984330430312,0.0,0.0,True
FAM219A,229.83566728666008,0.0,0.0,True
BAG3,229.8207067446193,0.0,0.0,True
ELFN2,229.80829306838945,0.0,0.0,True
TFCP2L1,229.7780378348789,0.0,0.0,True
HSPA12B,229.74652681444243,0.0,0.0,True
CCSER2,229.63424232862218,0.0,0.0,True
C1orf162,229.62052213133384,0.0,0.0,True
GPR176,229.61322427465652,0.0,0.0,True
VAMP4,229.5998201801919,0.0,0.0,True
CARD8,229.59582689508971,0.0,0.0,True
SIPA1L3,229.5768646460506,0.0,0.0,True
PRELID3B,229.56565519712765,0.0,0.0,True
KIF13A,229.5166271889775,0.0,0.0,True
SLC25A4,229.51504261657686,0.0,0.0,True
CLBA1,229.49646912438325,0.0,0.0,True
ENTREP2,229.49599205081662,0.0,0.0,True
ATP12A,229.46678145811202,0.0,0.0,True
LOXHD1,229.43954384542423,0.0,0.0,True
CAMK2G,229.4352948793215,0.0,0.0,True
DPP6,229.42513446255427,0.0,0.0,True
ZSCAN12,229.40852774379252,0.0,0.0,True
SCD,229.4050416638912,0.0,0.0,True
SRRM1,229.40134406734634,0.0,0.0,True
CAPN15,229.39516977340114,0.0,0.0,True
PLA2G4D,229.36635982085622,0.0,0.0,True
SMC2,229.31561603553124,0.0,0.0,True
ABCA8,229.2928728191019,0.0,0.0,True
ZSWIM5,229.27277047537171,0.0,0.0,True
FAM177A1,229.26195249043104,0.0,0.0,True
RGL1,229.24483014534187,0.0,0.0,True
SARM1,229.19493330341143,0.0,0.0,True
LRRFIP1,229.17945666696966,0.0,0.0,True
SAP30L,229.16441243426152,0.0,0.0,True
ARFGEF2,229.1537547921723,0.0,0.0,True
SLAIN2,229.12167574828243,0.0,0.0,True
OLFM1,229.11329368257978,0.0,0.0,True
MYH14,229.11289475241446,0.0,0.0,True
CEP112,229.10336262308397,0.0,0.0,True
HMG20B,229.10273047188733,0.0,0.0,True
HAPLN2,229.08424019666137,0.0,0.0,True
JHY,229.07828731746503,0.0,0.0,True
HTR6,229.07337423405733,0.0,0.0,True
ABTB3,229.0547842749236,0.0,0.0,True
SPART-AS1,229.03754184037368,0.0,0.0,True
VILL,229.03544866680153,0.0,0.0,True
SMURF2,229.02087212742066,0.0,0.0,True
B9D1,228.97086509793456,0.0,0.0,True
ITGA10,228.93504211210993,0.0,0.0,True
GPLD1,228.92107931763513,0.0,0.0,True
TRIO,228.90283214193252,0.0,0.0,True
SCCPDH,228.8965756556761,0.0,0.0,True
FTSJ1,228.86961585916347,0.0,0.0,True
AP3B2,228.8578076185271,0.0,0.0,True
CD40,228.8358152828448,0.0,0.0,True
IVNS1ABP,228.81218008490208,0.0,0.0,True
CLEC3A,228.77513711200987,0.0,0.0,True
ABRAXAS1,228.72133522425514,0.0,0.0,True
CAMK2N1,228.72109104211413,0.0,0.0,True
RAC1,228.70623924981362,0.0,0.0,True
SCRN3,228.61604464371337,0.0,0.0,True
ARL5A,228.58836899486244,0.0,0.0,True
AP3S2,228.55158837141335,0.0,0.0,True
THSD1,228.5194438388232,0.0,0.0,True
MICAL2,228.40285255579522,0.0,0.0,True
DHRS12,228.37459555209335,0.0,0.0,True
INTS8,228.34053876306987,0.0,0.0,True
ABLIM2,228.31112486260977,0.0,0.0,True
ATP6V1B1,228.23036679948302,0.0,0.0,True
KIF3C,228.11613260722078,0.0,0.0,True
TDRD3,228.10101134829856,0.0,0.0,True
STXBP5,227.97683122816568,0.0,0.0,True
TTC13,227.92265714919668,0.0,0.0,True
NECAB1,227.90134516418735,0.0,0.0,True
MOB3B,227.87462688247047,0.0,0.0,True
SEC14L2,227.84244503310734,0.0,0.0,True
DNAH9,227.76231048471536,0.0,0.0,True
IFT22,227.75452583251922,0.0,0.0,True
DENND2D,227.7462347565308,0.0,0.0,True
SEMA3G,227.63075208991546,0.0,0.0,True
KIF26A,227.62771283633413,0.0,0.0,True
SNAPC1,227.59636672243298,0.0,0.0,True
NECAP1,227.5804964706206,0.0,0.0,True
VDAC2,227.52745339992464,0.0,0.0,True
SWAP70,227.47784169415672,0.0,0.0,True
RNF6,227.43199274839682,0.0,0.0,True
TTYH3,227.425518470671,0.0,0.0,True
LRRC4C,227.38821625977653,0.0,0.0,True
DZIP1,227.35095512418278,0.0,0.0,True
PPP2R5A,227.32046349283448,0.0,0.0,True
PRICKLE2,227.3153890136896,0.0,0.0,True
GABPB1,227.27792071805945,0.0,0.0,True
GMDS,227.2050394854928,0.0,0.0,True
IRAG2,227.19895150065292,0.0,0.0,True
VPS35L,227.14242161845416,0.0,0.0,True
AGO2,227.0906097905072,0.0,0.0,True
PCSK5,227.08126012922838,0.0,0.0,True
C4orf19,227.05931076386278,0.0,0.0,True
CARMIL1,226.98919254180782,0.0,0.0,True
ALDH1A2,226.9718234999399,0.0,0.0,True
DONSON,226.95900659311,0.0,0.0,True
TEX14,226.9496837517454,0.0,0.0,True
PLPPR1,226.929302730906,0.0,0.0,True
GGA2,226.8771129778745,0.0,0.0,True
KIAA1191,226.81639967378115,0.0,0.0,True
CCDC50,226.79366840630226,0.0,0.0,True
PPRC1,226.7791652020989,0.0,0.0,True
SANBR,226.62702538153476,0.0,0.0,True
MON2,226.61800793920833,0.0,0.0,True
AGPS,226.5952700265633,0.0,0.0,True
LDHD,226.57927421740348,0.0,0.0,True
TNFRSF11A,226.50409711898152,0.0,0.0,True
RNF126,226.4807175404827,0.0,0.0,True
ADAMTS4,226.46060135619433,0.0,0.0,True
PIK3CG,226.4476597555794,0.0,0.0,True
RAB7A,226.44570215898065,0.0,0.0,True
TRIM46,226.3960624147857,0.0,0.0,True
MYL9,226.38719630366984,0.0,0.0,True
PLK2,226.3776476850935,0.0,0.0,True
KIAA0319L,226.31635510415168,0.0,0.0,True
ARL6,226.3103482034612,0.0,0.0,True
ELAVL2,226.30596989725495,0.0,0.0,True
MRO,226.286572615061,0.0,0.0,True
SGCA,226.2816733454636,0.0,0.0,True
PAPSS1,226.28115529319456,0.0,0.0,True
PODXL,226.26306207886284,0.0,0.0,True
ABHD11,226.25635552650508,0.0,0.0,True
DDX39A,226.22790290688377,0.0,0.0,True
CCNH,226.19381495331265,0.0,0.0,True
WASHC5,226.19157607377915,0.0,0.0,True
PIM1,226.14176107550236,0.0,0.0,True
FAM171A2,226.1002835585337,0.0,0.0,True
DEPP1,226.09821275453976,0.0,0.0,True
RSF1,226.07484262695735,0.0,0.0,True
CAPZA1,226.0681264237978,0.0,0.0,True
MID1,225.9834808637294,0.0,0.0,True
TEKT5,225.96787270533167,0.0,0.0,True
LRCH2,225.9464524900721,0.0,0.0,True
HIF3A,225.92421015554305,0.0,0.0,True
PARN,225.9100872294406,0.0,0.0,True
EIF2S2,225.89871360922317,0.0,0.0,True
SCYL3,225.89259054157029,0.0,0.0,True
PITX2,225.87857940479557,0.0,0.0,True
MFSD14B,225.8731177207003,0.0,0.0,True
LMBRD2,225.87170335538954,0.0,0.0,True
DNMT3B,225.85605369289036,0.0,0.0,True
SEC63,225.8150157887348,0.0,0.0,True
VPS11,225.81095477981066,0.0,0.0,True
SREK1IP1,225.78656056525068,0.0,0.0,True
UBAP2,225.77337558053864,0.0,0.0,True
RLIM,225.76112322894286,0.0,0.0,True
PPP1R1C,225.7150588405842,0.0,0.0,True
KDM1A,225.67611932456765,0.0,0.0,True
RUBCN,225.67067874610575,0.0,0.0,True
RIMBP2,225.66397189153864,0.0,0.0,True
POT1,225.5880784881634,0.0,0.0,True
PRRG4,225.54398001211314,0.0,0.0,True
TTYH2,225.5432500032012,0.0,0.0,True
MUSK,225.52509043694866,0.0,0.0,True
FAR2,225.5193541383102,0.0,0.0,True
MED13,225.5056527574386,0.0,0.0,True
ATP6V1B2,225.50086753737318,0.0,0.0,True
CASP5,225.47454538598294,0.0,0.0,True
IQSEC1,225.43113725705487,0.0,0.0,True
QDPR,225.40260589485345,0.0,0.0,True
VIPR2,225.37745310463413,0.0,0.0,True
SH3BP4,225.37284334172898,0.0,0.0,True
PHLDA1,225.36768482048603,0.0,0.0,True
RAB11FIP3,225.32507352159323,0.0,0.0,True
TFF2,225.29030364533153,0.0,0.0,True
MAPK9,225.27144920037583,0.0,0.0,True
TASL,225.2179571942332,0.0,0.0,True
DCLRE1B,225.19997661593533,0.0,0.0,True
VASH1,225.1850702406016,0.0,0.0,True
ABRACL,225.12168832598,0.0,0.0,True
FABP2,225.1189560701983,0.0,0.0,True
PRDM4,225.1135799542417,0.0,0.0,True
NAT2,225.10706287647503,0.0,0.0,True
LIG3,225.08759312427486,0.0,0.0,True
UBE2Q2,225.08680513361548,0.0,0.0,True
ARAP3,225.0865373724802,0.0,0.0,True
YWHAH,225.08568565130273,0.0,0.0,True
PXN,224.988697269406,0.0,0.0,True
DCK,224.98758316082927,0.0,0.0,True
KCNK2,224.98034305530456,0.0,0.0,True
FBXO33,224.9740902850615,0.0,0.0,True
CFAP70,224.95608282146577,0.0,0.0,True
STXBP5L,224.9560419171056,0.0,0.0,True
NT5C1A,224.94444701041442,0.0,0.0,True
PRKAB1,224.86787251803523,0.0,0.0,True
CLIC5,224.7679783476825,0.0,0.0,True
NR4A1,224.7068338439558,0.0,0.0,True
PTPRG,224.6769041363087,0.0,0.0,True
LMNA,224.65292784365693,0.0,0.0,True
RBM15,224.643828818824,0.0,0.0,True
KMT2E,224.59661588622023,0.0,0.0,True
SLC35D1,224.5832995453853,0.0,0.0,True
BLCAP,224.57834471516173,0.0,0.0,True
RFC3,224.56787347738415,0.0,0.0,True
IFT56,224.5179912536713,0.0,0.0,True
VPS26C,224.49101140914664,0.0,0.0,True
PDGFB,224.42796294217874,0.0,0.0,True
KAT7,224.34770033353686,0.0,0.0,True
SERINC3,224.33626670112142,0.0,0.0,True
GOLPH3,224.29436222387545,0.0,0.0,True
RHOQ,224.29273459402086,0.0,0.0,True
TAB3,224.2903601919948,0.0,0.0,True
MAGEA4,224.26889646727685,0.0,0.0,True
KRT32,224.1976711781094,0.0,0.0,True
ZNF214,224.19662611736288,0.0,0.0,True
PYCARD,224.14593794069484,0.0,0.0,True
IQCE,224.12443869714056,0.0,0.0,True
PGM2L1,224.11162255512244,0.0,0.0,True
SLC30A7,224.06869075033512,0.0,0.0,True
VCF1,224.0530290819511,0.0,0.0,True
RASD1,224.03022952680152,0.0,0.0,True
POLB,223.99563409637793,0.0,0.0,True
IRAK1BP1,223.9501291788315,0.0,0.0,True
NDP,223.90429196981773,0.0,0.0,True
COL9A2,223.88706911030567,0.0,0.0,True
SLC25A37,223.86328339955483,0.0,0.0,True
IRX6,223.80402613779182,0.0,0.0,True
CHTF18,223.79936455347863,0.0,0.0,True
SLC23A2,223.7766441480563,0.0,0.0,True
DCT,223.74120810334603,0.0,0.0,True
TTC33,223.7211395782209,0.0,0.0,True
NLRP12,223.66970477921708,0.0,0.0,True
BNIP2,223.64427497413712,0.0,0.0,True
FBRSL1,223.64053294641934,0.0,0.0,True
ADAM33,223.63226967003158,0.0,0.0,True
SEPSECS,223.61889231856105,0.0,0.0,True
EXTL1,223.61500138801603,0.0,0.0,True
ARSB,223.60967347682498,0.0,0.0,True
CHRNB4,223.60829517171777,0.0,0.0,True
WDR7,223.59767523949824,0.0,0.0,True
NHP2P1,223.59239514384032,0.0,0.0,True
TTC7A,223.56404482742812,0.0,0.0,True
SEMA6A,223.4410033629802,0.0,0.0,True
ZBTB8A,223.43415213259945,0.0,0.0,True
MNT,223.3798455909528,0.0,0.0,True
TRIM11,223.3762605626701,0.0,0.0,True
SPAG17,223.35924255404512,0.0,0.0,True
MTMR1,223.35821624751648,0.0,0.0,True
ALDOC,223.3037284883259,0.0,0.0,True
RBP1,223.29839610777753,0.0,0.0,True
TCF3,223.2730022857231,0.0,0.0,True
SHLD2,223.25063044633276,0.0,0.0,True
CADM4,223.18916757721132,0.0,0.0,True
MSR1,223.18214221677698,0.0,0.0,True
GNPNAT1,223.17219231863857,0.0,0.0,True
RGS2,223.12309467810437,0.0,0.0,True
PMM2,223.10680921192167,0.0,0.0,True
SLC9A5,223.1008816813159,0.0,0.0,True
ACTA2,223.06128885776553,0.0,0.0,True
TMSB4Y,223.04209360883615,0.0,0.0,True
MACROH2A1,223.0209249721355,0.0,0.0,True
CRKL,223.00087176923077,0.0,0.0,True
WDR43,222.99854023682178,0.0,0.0,True
ACP6,222.96547591972885,0.0,0.0,True
MTDH,222.9102795936768,0.0,0.0,True
MCF2L2,222.89263581762887,0.0,0.0,True
FCGR2A,222.87176797988351,0.0,0.0,True
UBXN10,222.868692592631,0.0,0.0,True
RAD18,222.85823466126317,0.0,0.0,True
TTC28,222.79605303193551,0.0,0.0,True
SH3GL2,222.69467364299828,0.0,0.0,True
LAMA4,222.68479654358336,0.0,0.0,True
HDAC1,222.67534369225496,0.0,0.0,True
FAAP24,222.65452879392217,0.0,0.0,True
ZDHHC3,222.60346199825509,0.0,0.0,True
TTBK2,222.60214974816643,0.0,0.0,True
RETNLB,222.56248557159572,0.0,0.0,True
MLH1,222.54327203067245,0.0,0.0,True
ACTN4,222.51050602528753,0.0,0.0,True
KRT82,222.46989758373368,0.0,0.0,True
XRN1,222.44823651526153,0.0,0.0,True
CHI3L2,222.39683112777865,0.0,0.0,True
MTR,222.28488473477628,0.0,0.0,True
FGF2,222.26512063052044,0.0,0.0,True
RHOBTB3,222.24433965465647,0.0,0.0,True
LIPA,222.19823548405893,0.0,0.0,True
RPL21,222.12721330656336,0.0,0.0,True
AMOT,222.1205052572675,0.0,0.0,True
TGFBR3,222.1070536957786,0.0,0.0,True
TMED5,222.05950394938546,0.0,0.0,True
SPRTN,222.0422879003542,0.0,0.0,True
FBXO28,222.02711814806335,0.0,0.0,True
TMCC2,222.02540996698139,0.0,0.0,True
BMPR1A,221.95498857956352,0.0,0.0,True
IL17RC,221.92815183902133,0.0,0.0,True
PTGIS,221.91462299894008,0.0,0.0,True
UBA5,221.88601757677915,0.0,0.0,True
FRYL,221.879245186397,0.0,0.0,True
RBM25,221.86523306553596,0.0,0.0,True
ZNHIT6,221.85047555016058,0.0,0.0,True
CFAP97,221.8365566910668,0.0,0.0,True
NAMPT,221.80310669329165,0.0,0.0,True
NPAT,221.77330381712926,0.0,0.0,True
RIOK3,221.76384280276204,0.0,0.0,True
MPP2,221.71729219548735,0.0,0.0,True
TASOR2,221.67562698182036,0.0,0.0,True
INPP4A,221.67438971129744,0.0,0.0,True
STN1,221.65413871106253,0.0,0.0,True
TGOLN2,221.6271683355687,0.0,0.0,True
MAPK1,221.60264497264717,0.0,0.0,True
FAM13B,221.58685825133367,0.0,0.0,True
SDHA,221.5556621268352,0.0,0.0,True
ADSS2,221.52158283530542,0.0,0.0,True
GTF3C4,221.5060022881849,0.0,0.0,True
ARMT1,221.38753898845457,0.0,0.0,True
THOC2,221.3529569259957,0.0,0.0,True
FIG4,221.30567739363815,0.0,0.0,True
COX7A1,221.25787385598863,0.0,0.0,True
TBC1D23,221.25619662170007,0.0,0.0,True
FCRLB,221.243501826835,0.0,0.0,True
ABHD3,221.19800976857024,0.0,0.0,True
ACSS2,221.18404903090695,0.0,0.0,True
NFE2L3,221.15147943734473,0.0,0.0,True
TGM3,221.14854639056253,0.0,0.0,True
NSUN2,221.13190017411893,0.0,0.0,True
PPP3CC,221.11308338949596,0.0,0.0,True
CLEC2B,221.10808530913184,0.0,0.0,True
RHEBL1,221.02909130632125,0.0,0.0,True
HEATR5B,220.9804429132195,0.0,0.0,True
TBC1D31,220.96917051524744,0.0,0.0,True
PIK3C2B,220.93920530501478,0.0,0.0,True
FER,220.928383245846,0.0,0.0,True
CXCL2,220.92546033786198,0.0,0.0,True
ASB17,220.88375486237996,0.0,0.0,True
PLEKHG4B,220.86657657372209,0.0,0.0,True
IDH1,220.85968612587612,0.0,0.0,True
UBR1,220.8498304576723,0.0,0.0,True
EIF5A2,220.84595923101466,0.0,0.0,True
METTL16,220.83708675917617,0.0,0.0,True
EOGT,220.8332468218625,0.0,0.0,True
KPNA3,220.79899015723714,0.0,0.0,True
RFTN2,220.79809919045303,0.0,0.0,True
AAGAB,220.78307553720725,0.0,0.0,True
CNPPD1,220.77219444287152,0.0,0.0,True
MCAM,220.7614926872425,0.0,0.0,True
DARS1,220.6162139274161,0.0,0.0,True
PGM3,220.58117901166113,0.0,0.0,True
ARF6,220.49232016335364,0.0,0.0,True
TRAM2,220.48835032512685,0.0,0.0,True
NDRG4,220.39984739624353,0.0,0.0,True
LASP1,220.3911828111775,0.0,0.0,True
PURB,220.3908938452352,0.0,0.0,True
SEMA6D,220.3595293334202,0.0,0.0,True
TTLL5,220.3413945473519,0.0,0.0,True
RYK,220.31815528925415,0.0,0.0,True
VAX2,220.30927715764483,0.0,0.0,True
SP4,220.28478619162578,0.0,0.0,True
NAV2,220.2272841324499,0.0,0.0,True
NPC1L1,220.22371940223906,0.0,0.0,True
MDK,220.20618770884414,0.0,0.0,True
RHOF,220.19839580880026,0.0,0.0,True
PAX6,220.1892031263553,0.0,0.0,True
CLUAP1,220.18010798724595,0.0,0.0,True
KDM5A,220.17475691667622,0.0,0.0,True
UBR5,220.17460493953948,0.0,0.0,True
CPNE3,220.16079656578887,0.0,0.0,True
QSOX1,220.1413860548623,0.0,0.0,True
ZBED4,220.1303132988061,0.0,0.0,True
CCDC115,220.12385342723533,0.0,0.0,True
MGAT4B,220.12379885106253,0.0,0.0,True
PITPNM2,220.10274602557345,0.0,0.0,True
SLC25A40,219.92844162691108,0.0,0.0,True
GTF2A1,219.89313411664963,0.0,0.0,True
MRAP2,219.86112984762173,0.0,0.0,True
ADAM28,219.83488036143166,0.0,0.0,True
XPNPEP2,219.83437982474854,0.0,0.0,True
PACSIN3,219.7988204508325,0.0,0.0,True
API5,219.7797232137587,0.0,0.0,True
RAPGEF6,219.7718624346652,0.0,0.0,True
CTSA,219.6675723463444,0.0,0.0,True
MFHAS1,219.64990411636293,0.0,0.0,True
HELQ,219.59267532234196,0.0,0.0,True
SPA17,219.54413475090715,0.0,0.0,True
RBBP6,219.53629001001488,0.0,0.0,True
DAAM2,219.53113925077022,0.0,0.0,True
FRS2,219.49868512339356,0.0,0.0,True
BTNL9,219.49382679490162,0.0,0.0,True
MTRF1L,219.47022217473324,0.0,0.0,True
PLCH2,219.446959752465,0.0,0.0,True
RERGL,219.43629532313983,0.0,0.0,True
PLAGL1,219.41003246839307,0.0,0.0,True
DDIT4L,219.39234225710433,0.0,0.0,True
PANX2,219.32566710565035,0.0,0.0,True
GSTM5,219.31809874499712,0.0,0.0,True
ZFAND6,219.27956962495983,0.0,0.0,True
TPST2,219.26634281317496,0.0,0.0,True
IGFALS,219.2564136014456,0.0,0.0,True
BCL2L12,219.2523304759732,0.0,0.0,True
EPHA1,219.24573685501448,0.0,0.0,True
IL22RA2,219.23651034322626,0.0,0.0,True
SLC25A38,219.21811657932764,0.0,0.0,True
EFEMP1,219.20760387588925,0.0,0.0,True
ERLEC1,219.202690040279,0.0,0.0,True
CELSR3,219.15780607375342,0.0,0.0,True
RASA2,219.14072677399662,0.0,0.0,True
CSTB,219.13860892700353,0.0,0.0,True
WDR19,219.01635264677205,0.0,0.0,True
PPP1R16B,219.00935067771363,0.0,0.0,True
DOT1L,218.93786052821102,0.0,0.0,True
GCNT2,218.93101236383856,0.0,0.0,True
EXD2,218.92846286484277,0.0,0.0,True
SAP30,218.9282500466998,0.0,0.0,True
HEY2,218.9233231980233,0.0,0.0,True
ELF2,218.92002346282905,0.0,0.0,True
PSAT1,218.91958230318528,0.0,0.0,True
FKTN,218.9133719433638,0.0,0.0,True
HELZ2,218.8722279431125,0.0,0.0,True
LGALS8,218.8668363284332,0.0,0.0,True
ACTR2,218.85897843325768,0.0,0.0,True
AP1AR,218.8556013724686,0.0,0.0,True
TMX3,218.85553810563474,0.0,0.0,True
TRIM6,218.84534393206485,0.0,0.0,True
MCM5,218.83854838066168,0.0,0.0,True
PATL1,218.8130437569115,0.0,0.0,True
HHAT,218.74070437983298,0.0,0.0,True
RAI1,218.72611907297997,0.0,0.0,True
ASPHD2,218.7006793253246,0.0,0.0,True
GCG,218.68759154523374,0.0,0.0,True
PANK3,218.6743798437039,0.0,0.0,True
NOTCH2,218.6679814317078,0.0,0.0,True
CDC14B,218.65926701828977,0.0,0.0,True
TRIM2,218.64056967659414,0.0,0.0,True
OAS1,218.61756467026615,0.0,0.0,True
EDAR,218.57128491462612,0.0,0.0,True
CNTN3,218.57068080840006,0.0,0.0,True
TANK,218.5135230462409,0.0,0.0,True
DNAH11,218.472223906804,0.0,0.0,True
NAPEPLD,218.45861422961187,0.0,0.0,True
DCAF17,218.4490051171937,0.0,0.0,True
APPL1,218.40685439050046,0.0,0.0,True
USP8,218.40124794610577,0.0,0.0,True
TNFRSF12A,218.37581481170045,0.0,0.0,True
PHLDB1,218.37089020598756,0.0,0.0,True
ERICH1,218.3618285703099,0.0,0.0,True
ATP6V1G3,218.35915092961676,0.0,0.0,True
YWHAQ,218.35008676820635,0.0,0.0,True
ELK4,218.31548526009877,0.0,0.0,True
HAGH,218.31025725188113,0.0,0.0,True
SLC2A3,218.29773818724385,0.0,0.0,True
NPEPPS,218.2959064749076,0.0,0.0,True
KIAA1143,218.29420649434255,0.0,0.0,True
OSTF1,218.29198087780946,0.0,0.0,True
RCBTB1,218.29008930760207,0.0,0.0,True
HLCS,218.28587904216414,0.0,0.0,True
PDGFRB,218.26329766054226,0.0,0.0,True
LRRC58,218.24506055794262,0.0,0.0,True
MARCHF8,218.1829007954918,0.0,0.0,True
BTRC,218.16608354273797,0.0,0.0,True
MED23,218.14995507063284,0.0,0.0,True
UGCG,218.14501445451262,0.0,0.0,True
CDC42EP3,218.0897594361375,0.0,0.0,True
ASXL2,218.07591103107876,0.0,0.0,True
TTC19,218.0754388463712,0.0,0.0,True
BRINP3,218.06533445955176,0.0,0.0,True
MTPN,218.0406323121454,0.0,0.0,True
VNN3P,218.03248517965355,0.0,0.0,True
ISCA2,217.99642444018897,0.0,0.0,True
UTP4,217.9708979968588,0.0,0.0,True
PFKFB4,217.957183117208,0.0,0.0,True
TMEM168,217.95585741196663,0.0,0.0,True
PRKAB2,217.9283454210754,0.0,0.0,True
RAB3GAP2,217.92280416592368,0.0,0.0,True
CEP152,217.9024126861467,0.0,0.0,True
PPM1F,217.82013419205649,0.0,0.0,True
